2011 Old Faithful Geyser Eruptions

All times are local time (MST or MDT)

  Time and Date     Interval
  
02/13/11 17:06:51,  1:34:36
02/13/11 18:43:39,  1:36:48
02/13/11 20:21:33,  1:37:54
02/13/11 21:31:57,  1:10:24
02/13/11 23:19:45,  1:47:48
02/14/11 00:53:15,  1:33:30
02/14/11 02:28:57,  1:35:42
02/14/11 04:07:57,  1:39:00
02/14/11 05:57:57,  1:50:00
02/14/11 07:40:15,  1:42:18
02/14/11 08:42:57,  1:02:42
02/14/11 10:18:39,  1:35:42
02/14/11 12:00:57,  1:42:18
02/14/11 13:41:03,  1:40:06
02/14/11 15:17:51,  1:36:48
02/14/11 17:07:51,  1:50:00
02/14/11 18:39:09,  1:31:18
02/14/11 20:18:09,  1:39:00
02/14/11 21:56:03,  1:37:54
02/14/11 23:22:57,  1:26:54
02/15/11 00:54:15,  1:31:18
02/15/11 02:31:03,  1:36:48
02/15/11 03:59:03,  1:28:00
02/15/11 05:28:09,  1:29:06
02/15/11 07:02:45,  1:34:36
02/15/11 08:29:39,  1:26:54
02/15/11 10:13:03,  1:43:24
02/15/11 11:17:57,  1:04:54
02/15/11 13:01:21,  1:43:24
02/15/11 14:49:09,  1:47:48
02/15/11 16:22:39,  1:33:30
02/15/11 17:59:27,  1:36:48
02/15/11 19:39:33,  1:40:06
02/15/11 21:20:45,  1:41:12
02/15/11 22:49:51,  1:29:06
02/16/11 00:27:45,  1:37:54
02/16/11 02:15:33,  1:47:48
02/16/11 03:47:57,  1:32:24
