link;kom0;kom1;kom2;kom3;kom4;kom5;Число избирателей, включенных в список избирателей на момент окончания голосования;Число избирательных бюллетеней, полученных участковой избирательной комиссией;Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно;Число избирательных бюллетеней, выданных участковой избирательной комиссией избирателям в помещении;Число избирательных бюллетеней, выданных комиссией избирателям, проголосовавшим вне помещения;Число погашенных избирательных бюллетеней;Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования;Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования;Число недействительных избирательных бюллетеней;Число действительных избирательных бюллетеней;Число открепительных удостоверений, полученных участковой избирательной комиссией;Число открепительных удостоверений, выданных комиссией избирателям на участке до дня голосования;Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке;Число неиспользованных открепительных удостоверений;Число открепительных удостоверений, выданных территориальной избирательной комиссией избирателям;Число утраченных открепительных удостоверений;Число утраченных избирательных бюллетеней;Число избирательных бюллетеней, не учтенных при получении;Абрамов Иван Николаевич;Жаровский Дмитрий Сергеевич;Кобызов Роман Александрович;Кожемяко Олег Николаевич
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284002018&tvd=4284002127455&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284002127455;УИК №79;Белогорская городская;Избирательная комиссия Амурской области;"";"";"";2687;1900;0;1334;35;531;35;1334;41;1328;15;1;6;14;0;0;0;0;57;17;52;1202
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284002019&tvd=4284002127456&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284002127456;УИК №80;Белогорская городская;Избирательная комиссия Амурской области;"";"";"";1642;1150;0;689;14;447;14;689;23;680;15;15;3;0;0;0;0;0;25;12;34;609
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284002020&tvd=4284002127457&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284002127457;УИК №81;Белогорская городская;Избирательная комиссия Амурской области;"";"";"";1870;1450;0;790;5;655;5;790;18;777;15;3;6;12;0;0;0;0;31;14;27;705
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284002021&tvd=4284002127458&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284002127458;УИК №82;Белогорская городская;Избирательная комиссия Амурской области;"";"";"";2790;1950;0;1503;30;417;30;1503;24;1509;15;2;9;13;0;0;0;0;63;24;81;1341
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284002022&tvd=4284002127459&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284002127459;УИК №83;Белогорская городская;Избирательная комиссия Амурской области;"";"";"";2157;1500;0;1117;13;370;13;1117;18;1112;15;5;6;10;0;0;0;0;46;16;71;979
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284002023&tvd=4284002127460&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284002127460;УИК №84;Белогорская городская;Избирательная комиссия Амурской области;"";"";"";2015;1400;0;1012;14;374;14;1012;25;1001;15;1;3;14;0;0;0;0;29;11;45;916
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284002024&tvd=4284002127461&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284002127461;УИК №85;Белогорская городская;Избирательная комиссия Амурской области;"";"";"";449;350;0;227;1;122;1;227;8;220;15;0;2;15;0;0;0;0;8;2;5;205
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284002025&tvd=4284002127462&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284002127462;УИК №86;Белогорская городская;Избирательная комиссия Амурской области;"";"";"";1259;900;0;472;18;410;18;472;12;478;15;0;5;15;1;0;0;0;25;3;22;428
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284002026&tvd=4284002127463&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284002127463;УИК №87;Белогорская городская;Избирательная комиссия Амурской области;"";"";"";411;350;0;244;43;63;43;244;26;261;15;0;0;15;0;0;0;0;38;19;45;159
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284002027&tvd=4284002127464&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284002127464;УИК №88;Белогорская городская;Избирательная комиссия Амурской области;"";"";"";393;300;0;226;6;68;6;226;0;232;15;0;1;15;0;0;0;0;5;2;5;220
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284002028&tvd=4284002127465&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284002127465;УИК №89;Белогорская городская;Избирательная комиссия Амурской области;"";"";"";910;900;0;700;1;199;1;700;8;693;15;1;4;14;0;0;0;0;83;40;55;515
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284000027&tvd=4284000141608&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284000141608;УИК №90;Благовещенская;Избирательная комиссия Амурской области;"";"";"";234;220;0;106;16;98;16;106;1;121;5;3;2;2;3;0;0;0;16;4;11;90
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284000026&tvd=4284000141607&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284000141607;УИК №91;Благовещенская;Избирательная комиссия Амурской области;"";"";"";905;770;0;201;4;565;4;201;5;200;10;6;11;4;0;0;0;0;24;3;29;144
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284000001&tvd=4284000141582&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284000141582;УИК №92;Благовещенская;Избирательная комиссия Амурской области;"";"";"";1386;1270;0;266;66;938;66;266;4;328;5;4;1;1;0;0;0;0;33;5;48;242
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284000002&tvd=4284000141583&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284000141583;УИК №93;Благовещенская;Избирательная комиссия Амурской области;"";"";"";302;270;0;65;7;198;7;65;0;72;3;2;0;1;0;0;0;0;13;0;3;56
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284000003&tvd=4284000141584&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284000141584;УИК №94;Благовещенская;Избирательная комиссия Амурской области;"";"";"";512;460;0;145;6;309;6;145;3;148;5;2;3;3;0;0;0;0;28;2;23;95
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284000004&tvd=4284000141585&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284000141585;УИК №95;Благовещенская;Избирательная комиссия Амурской области;"";"";"";1217;1100;0;285;40;775;40;285;6;319;10;0;3;10;0;0;0;0;36;8;37;238
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284000005&tvd=4284000141586&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284000141586;УИК №96;Благовещенская;Избирательная комиссия Амурской области;"";"";"";381;375;0;278;65;32;65;278;21;322;0;0;1;0;0;0;0;0;30;22;16;254
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284000006&tvd=4284000141587&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284000141587;УИК №97;Благовещенская;Избирательная комиссия Амурской области;"";"";"";424;370;0;147;12;211;12;147;1;158;5;0;1;5;0;0;0;0;21;4;9;124
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284000007&tvd=4284000141588&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284000141588;УИК №98;Благовещенская;Избирательная комиссия Амурской области;"";"";"";182;155;0;82;13;60;13;82;1;94;3;1;6;2;0;0;0;0;5;3;6;80
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284000008&tvd=4284000141589&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284000141589;УИК №99;Благовещенская;Избирательная комиссия Амурской области;"";"";"";101;95;0;52;2;41;2;52;1;53;3;0;0;3;0;0;0;0;5;1;3;44
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284000009&tvd=4284000141590&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284000141590;УИК №100;Благовещенская;Избирательная комиссия Амурской области;"";"";"";758;700;0;239;38;423;38;239;2;275;10;2;1;8;0;0;0;0;14;7;29;225
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284000010&tvd=4284000141591&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284000141591;УИК №101;Благовещенская;Избирательная комиссия Амурской области;"";"";"";144;130;0;65;10;55;10;65;0;75;5;0;1;5;0;0;0;0;9;0;4;62
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284000011&tvd=4284000141592&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284000141592;УИК №102;Благовещенская;Избирательная комиссия Амурской области;"";"";"";91;85;0;24;4;57;4;24;0;28;3;1;0;2;0;0;0;0;3;0;8;17
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284000013&tvd=4284000141594&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284000141594;УИК №104;Благовещенская;Избирательная комиссия Амурской области;"";"";"";2867;2819;0;607;58;2154;58;607;5;660;30;11;5;19;0;0;0;0;76;16;69;499
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284000012&tvd=4284000141593&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284000141593;УИК №103;Благовещенская;Избирательная комиссия Амурской области;"";"";"";134;120;0;37;6;77;6;37;0;43;3;0;2;3;0;0;0;0;14;1;7;21
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284000014&tvd=4284000141595&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284000141595;УИК №105;Благовещенская;Избирательная комиссия Амурской области;"";"";"";571;520;0;113;15;392;15;113;1;127;5;1;1;4;0;0;0;0;20;3;7;97
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284000015&tvd=4284000141596&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284000141596;УИК №106;Благовещенская;Избирательная комиссия Амурской области;"";"";"";743;660;0;139;6;515;6;139;5;140;5;1;4;4;1;0;0;0;14;6;19;101
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284000016&tvd=4284000141597&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284000141597;УИК №107;Благовещенская;Избирательная комиссия Амурской области;"";"";"";1075;1000;0;337;19;644;19;337;4;352;15;4;6;11;0;0;0;0;34;6;30;282
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284000017&tvd=4284000141598&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284000141598;УИК №108;Благовещенская;Избирательная комиссия Амурской области;"";"";"";494;450;0;257;22;171;22;257;2;277;8;8;2;0;0;0;0;0;24;12;22;219
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284000018&tvd=4284000141599&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284000141599;УИК №109;Благовещенская;Избирательная комиссия Амурской области;"";"";"";264;240;0;81;11;148;11;81;1;91;5;3;2;2;0;0;0;0;2;3;18;68
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284000019&tvd=4284000141600&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284000141600;УИК №110;Благовещенская;Избирательная комиссия Амурской области;"";"";"";1129;1020;0;265;43;712;43;265;7;301;15;1;5;14;0;0;0;0;33;4;42;222
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284000020&tvd=4284000141601&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284000141601;УИК №111;Благовещенская;Избирательная комиссия Амурской области;"";"";"";161;150;0;49;8;93;8;49;0;57;5;0;0;5;0;0;0;0;11;0;5;41
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284000021&tvd=4284000141602&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284000141602;УИК №112;Благовещенская;Избирательная комиссия Амурской области;"";"";"";782;705;0;325;37;343;37;325;8;354;10;7;1;3;0;0;0;0;46;8;35;265
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284000022&tvd=4284000141603&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284000141603;УИК №113;Благовещенская;Избирательная комиссия Амурской области;"";"";"";575;530;0;221;39;270;39;221;2;258;5;3;2;2;0;0;0;0;40;7;29;182
http://www.amur.vybory.izbirkom.ru/region/amur?action=show&root=284000023&tvd=4284000141604&vrn=2282000464309&prver=0&pronetvd=null&region=28&sub_region=28&type=234&vibid=4284000141604;УИК №114;Благовещенская;Избирательная комиссия Амурской области;"";"";"";206;195;0;91;13;91;13;91;2;102;3;2;2;1;0;0;0;0;6;2;4;90
